subject,native_lang,age,gender,trial,story,reaction_time,response_a,response_b,response_c,response_d,report_a,report_b,report_c,tag_a,tag_b,tag_c,exhaustive_seen,mention_one_high_seen,mention_one_low_seen,mention_some_high_seen,mention_some_low_seen,false_report_seen,none_of_above_seen,exhaustive_chosen,mention_one_high_chosen,mention_one_low_chosen,mention_some_high_chosen,mention_some_low_chosen,false_report_chosen,none_of_above_chosen
A251YA0XPAWWIQ,english,32,female,control,control_when,3347,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,1,0,0,0,0,0
A251YA0XPAWWIQ,english,32,female,test,test_hair,4341,0,0,1,0,Stylist F.,Stylist E.,Stylist A.,fa,mo-l,mo-h,0,1,1,0,0,0,1,0,1,0,0,0,0,0
A251YA0XPAWWIQ,english,32,female,control,control_what,7565,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,1,0,0,0,0,0
A251YA0XPAWWIQ,english,32,female,test,test_yarn,5535,0,0,1,0,Stalls A and B.,Stall E.,Stall F.,ms-h,mo-l,fa,0,0,1,1,0,0,1,0,0,0,0,0,0,0
A251YA0XPAWWIQ,english,32,female,test,test_shoes,3813,0,0,1,0,Stores D and E.,Store A.,Store E.,ms-l,mo-h,mo-l,0,1,1,0,1,0,1,0,0,1,0,0,0,0
A251YA0XPAWWIQ,english,32,female,control,control_why,13521,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,0,1,0,0,0,0
A251YA0XPAWWIQ,english,32,female,test,test_coffee,5374,1,0,0,0,Cafes D and E.,Cafe A.,Cafe E.,ms-l,mo-h,mo-l,0,1,1,0,1,0,1,0,0,0,0,1,0,0
A251YA0XPAWWIQ,english,32,female,control,control_how,3742,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,0,0,0,1,0,0
A251YA0XPAWWIQ,english,32,female,exit_quest,NA,3967,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A3PLDW841STU8B,english,21,male,consent,NA,35676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A3PLDW841STU8B,english,21,male,train,train_f,28897,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A3PLDW841STU8B,english,21,male,train,train_m,5361,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A3PLDW841STU8B,english,21,male,test,test_coffee,6496,0,1,0,0,Cafe F.,Cafe E.,Cafes A and B.,fa,mo-l,ms-h,0,0,1,1,0,0,1,0,0,1,0,0,0,0
A3PLDW841STU8B,english,21,male,control,control_when,4533,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,1,0,0,1,0,0,0,0
A3PLDW841STU8B,english,21,male,test,test_yarn,3773,0,0,1,0,Stall E.,Stall A.,Stall F.,mo-l,mo-h,fa,0,1,1,0,0,0,1,0,0,0,0,0,0,0
A3PLDW841STU8B,english,21,male,test,test_books,3994,0,0,1,0,Bookstores D and E.,Bookstore E.,Bookstore F.,ms-l,mo-l,fa,0,0,1,0,1,0,1,0,0,0,0,0,0,0
A3PLDW841STU8B,english,21,male,control,control_how,2433,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,0
A3PLDW841STU8B,english,21,male,test,test_shoes,2977,0,1,0,0,Store F.,Stores D and E.,"Stores A, B, C, D and E.",fa,ms-l,exh,1,0,0,0,1,0,1,0,0,0,0,1,0,0
A3PLDW841STU8B,english,21,male,control,control_why,3155,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,0,0,0,1,0,0
A3PLDW841STU8B,english,21,male,test,test_hair,4169,0,1,0,0,Stylist E.,Stylist A.,"Stylists A, B, C, D and E.",mo-l,mo-h,exh,1,1,1,0,0,0,1,0,1,0,0,0,0,0
A3PLDW841STU8B,english,21,male,test,test_dentist,2273,1,0,0,0,Dentists A and B.,Dentist E.,"Dentists A, B, C, D and E.",ms-h,mo-l,exh,1,0,1,1,0,0,1,0,0,0,1,0,0,0
A3PLDW841STU8B,english,21,male,control,control_what,1882,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,1,0,0,0,1,0,0,0
A3PLDW841STU8B,english,21,male,exit_quest,NA,114571,good,very good,knoweldge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A3A4UFCFF9DMW3,english,22,male,consent,NA,28126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A3A4UFCFF9DMW3,english,22,male,train,train_f,10890,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A3A4UFCFF9DMW3,english,22,male,train,train_m,10071,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A3A4UFCFF9DMW3,english,22,male,test,test_dentist,5944,0,1,0,0,Dentists A and B.,Dentist E.,Dentist A.,ms-h,mo-l,mo-h,0,1,1,1,0,0,1,0,0,1,0,0,0,0
A3A4UFCFF9DMW3,english,22,male,test,test_books,7010,0,0,1,0,Bookstore E.,Bookstores A and B.,Bookstores D and E.,mo-l,ms-h,ms-l,0,0,1,1,1,0,1,0,0,0,0,1,0,0
A3A4UFCFF9DMW3,english,22,male,control,control_what,5275,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,0,0,0,1,0,0
A3A4UFCFF9DMW3,english,22,male,test,test_shoes,6752,0,0,1,0,Stores D and E.,"Stores A, B, C, D and E.",Store E.,ms-l,exh,mo-l,1,0,1,0,1,0,1,0,0,1,0,0,0,0
A3A4UFCFF9DMW3,english,22,male,control,control_how,3195,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,1,0,0,0,0
A3A4UFCFF9DMW3,english,22,male,test,test_hair,4028,0,1,0,0,Stylists A and B.,Stylist E.,Stylists D and E.,ms-h,mo-l,ms-l,0,0,1,1,1,0,1,0,0,1,0,0,0,0
A3A4UFCFF9DMW3,english,22,male,test,test_yarn,2209,0,1,0,0,Stall A.,Stalls D and E.,Stall F.,mo-h,ms-l,fa,0,1,0,0,1,0,1,0,0,0,0,1,0,0
A3A4UFCFF9DMW3,english,22,male,control,control_when,4421,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,0,0,0,0,1,0,0
A3A4UFCFF9DMW3,english,22,male,test,test_coffee,4430,1,0,0,0,Cafe E.,Cafes D and E.,Cafes A and B.,mo-l,ms-l,ms-h,0,0,1,1,1,0,1,0,0,1,0,0,0,0
A3A4UFCFF9DMW3,english,22,male,control,control_why,2267,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,0,1,0,0,0,0
A3A4UFCFF9DMW3,english,22,male,exit_quest,NA,87152,good,no,very good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1WKF2VH7TV0H2,English,22,female,consent,NA,12128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1WKF2VH7TV0H2,English,22,female,train,train_m,12421,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1WKF2VH7TV0H2,English,22,female,train,train_f,14637,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1WKF2VH7TV0H2,English,22,female,test,test_dentist,13399,1,1,1,0,Dentists D and E.,Dentist A.,"Dentists A, B, C, D and E.",ms-l,mo-h,exh,1,1,0,0,1,0,1,1,1,0,0,1,0,0
A1WKF2VH7TV0H2,English,22,female,test,test_shoes,7786,1,1,1,0,Store A.,Store E.,Store F.,mo-h,mo-l,fa,0,1,1,0,0,0,1,0,1,1,0,0,0,0
A1WKF2VH7TV0H2,English,22,female,control,control_how,16051,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,1,1,0,0,0,0
A1WKF2VH7TV0H2,English,22,female,test,test_yarn,16402,0,1,1,0,Stalls D and E.,Stall A.,Stalls A and B.,ms-l,mo-h,ms-h,0,1,0,1,1,0,1,0,1,0,1,0,0,0
A1WKF2VH7TV0H2,English,22,female,test,test_coffee,29700,0,1,0,0,Cafe F.,Cafes A and B.,Cafe E.,fa,ms-h,mo-l,0,0,1,1,0,0,1,0,0,0,1,0,0,0
A1WKF2VH7TV0H2,English,22,female,control,control_why,5321,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,1,0,0,0,1,0,0,0
A1WKF2VH7TV0H2,English,22,female,test,test_hair,9980,0,1,1,0,Stylists D and E.,Stylists A and B.,Stylist A.,ms-l,ms-h,mo-h,0,1,0,1,1,0,1,0,1,0,1,0,0,0
A1WKF2VH7TV0H2,English,22,female,control,control_what,10001,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,1,0,1,0,1,0,0,0
A1WKF2VH7TV0H2,English,22,female,test,test_books,2810,0,0,1,0,Bookstores D and E.,Bookstore E.,Bookstore A.,ms-l,mo-l,mo-h,0,1,1,0,1,0,1,0,1,0,0,0,0,0
A1WKF2VH7TV0H2,English,22,female,control,control_when,8993,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,1,0,0,0,0,0
A1WKF2VH7TV0H2,English,22,female,exit_quest,NA,20332,Yes%2C it's 2 different questions.,No%2C because it's not hard.,No.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADUACF4TW5833,ENGLISH,28,male,consent,NA,38642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADUACF4TW5833,ENGLISH,28,male,train,train_m,7892,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADUACF4TW5833,ENGLISH,28,male,train,train_f,4194,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ADUACF4TW5833,ENGLISH,28,male,test,test_dentist,5956,0,0,1,0,"Dentists A, B, C, D and E.",Dentists D and E.,Dentist A.,exh,ms-l,mo-h,1,1,0,0,1,0,1,0,1,0,0,0,0,0
ADUACF4TW5833,ENGLISH,28,male,test,test_coffee,3661,1,0,0,0,Cafes D and E.,Cafe E.,Cafes A and B.,ms-l,mo-l,ms-h,0,0,1,1,1,0,1,0,0,0,0,1,0,0
ADUACF4TW5833,ENGLISH,28,male,control,control_why,2951,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,0,0,0,1,0,0
ADUACF4TW5833,ENGLISH,28,male,test,test_shoes,8286,1,0,0,0,Store A.,Store F.,Store E.,mo-h,fa,mo-l,0,1,1,0,0,0,1,0,1,0,0,0,0,0
ADUACF4TW5833,ENGLISH,28,male,control,control_how,2520,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,1,0,0,0,0,0
ADUACF4TW5833,ENGLISH,28,male,test,test_books,4266,1,0,0,0,"Bookstores A, B, C, D and E.",Bookstore A.,Bookstores A and B.,exh,mo-h,ms-h,1,1,0,1,0,0,1,1,0,0,0,0,0,0
ADUACF4TW5833,ENGLISH,28,male,test,test_hair,3726,1,0,0,0,Stylists D and E.,"Stylists A, B, C, D and E.",Stylist A.,ms-l,exh,mo-h,1,1,0,0,1,0,1,0,0,0,0,1,0,0
ADUACF4TW5833,ENGLISH,28,male,control,control_what,2968,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,0,0,0,0,1,0,0
ADUACF4TW5833,ENGLISH,28,male,test,test_yarn,3738,1,0,0,0,Stalls D and E.,Stall E.,"Stalls A, B, C, D and E.",ms-l,mo-l,exh,1,0,1,0,1,0,1,0,0,0,0,1,0,0
ADUACF4TW5833,ENGLISH,28,male,control,control_when,2177,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,1,0,0
ADUACF4TW5833,ENGLISH,28,male,exit_quest,NA,116004,Best Sunday Brunch in Mumbai Menu%2C Photos,small bites are served on cocktail sticks.,Here are the places to have brunch,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABZ1LM3J8REE6,english,58,male,consent,NA,41002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABZ1LM3J8REE6,english,58,male,train,train_f,14755,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABZ1LM3J8REE6,english,58,male,train,train_m,15940,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABZ1LM3J8REE6,english,58,male,test,test_shoes,14414,0,1,0,0,"Stores A, B, C, D and E.",Store A.,Store E.,exh,mo-h,mo-l,1,1,1,0,0,0,1,0,1,0,0,0,0,0
ABZ1LM3J8REE6,english,58,male,control,control_why,29365,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,1,0,0,0,0,0
ABZ1LM3J8REE6,english,58,male,test,test_coffee,9687,0,0,0,0,Cafes D and E.,Cafe A.,Cafe E.,ms-l,mo-h,mo-l,0,1,1,0,1,0,1,0,0,0,0,0,0,0
ABZ1LM3J8REE6,english,58,male,test,test_dentist,9434,0,0,1,0,Dentists A and B.,Dentist E.,Dentists D and E.,ms-h,mo-l,ms-l,0,0,1,1,1,0,1,0,0,0,0,1,0,0
ABZ1LM3J8REE6,english,58,male,control,control_what,5580,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,0,0,0,1,0,0
ABZ1LM3J8REE6,english,58,male,test,test_books,8792,0,1,0,0,Bookstores A and B.,Bookstore E.,Bookstore A.,ms-h,mo-l,mo-h,0,1,1,1,0,0,1,0,0,1,0,0,0,0
ABZ1LM3J8REE6,english,58,male,control,control_how,12728,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,0,1,0,0,0,0
ABZ1LM3J8REE6,english,58,male,test,test_hair,11206,1,1,1,0,Stylist E.,Stylists A and B.,"Stylists A, B, C, D and E.",mo-l,ms-h,exh,1,0,1,1,0,0,1,1,0,1,1,0,0,0
ABZ1LM3J8REE6,english,58,male,test,test_yarn,9360,1,1,1,0,Stall F.,"Stalls A, B, C, D and E.",Stalls D and E.,fa,exh,ms-l,1,0,0,0,1,0,1,1,0,0,0,1,0,0
ABZ1LM3J8REE6,english,58,male,control,control_when,5436,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,1,0,0,0,1,0,0
ABZ1LM3J8REE6,english,58,male,exit_quest,NA,87111,the quality is good,no because is an knowledgeable task,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1WL6K3EUA2WOX,ENGLISH,72,male,consent,NA,24087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1WL6K3EUA2WOX,ENGLISH,72,male,train,train_m,48521,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1WL6K3EUA2WOX,ENGLISH,72,male,train,train_f,10292,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1WL6K3EUA2WOX,ENGLISH,72,male,test,test_shoes,10261,1,1,1,0,Store E.,Stores D and E.,"Stores A, B, C, D and E.",mo-l,ms-l,exh,1,0,1,0,1,0,1,1,0,1,0,1,0,0
A1WL6K3EUA2WOX,ENGLISH,72,male,test,test_hair,7855,1,1,1,0,Stylist E.,Stylist F.,Stylists D and E.,mo-l,fa,ms-l,0,0,1,0,1,0,1,0,0,1,0,1,0,0
A1WL6K3EUA2WOX,ENGLISH,72,male,control,control_why,6078,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,1,0,1,0,0
A1WL6K3EUA2WOX,ENGLISH,72,male,test,test_yarn,5102,1,1,1,0,"Stalls A, B, C, D and E.",Stall E.,Stalls D and E.,exh,mo-l,ms-l,1,0,1,0,1,0,1,1,0,1,0,1,0,0
A1WL6K3EUA2WOX,ENGLISH,72,male,test,test_books,5806,1,1,1,0,Bookstores A and B.,Bookstores D and E.,Bookstore E.,ms-h,ms-l,mo-l,0,0,1,1,1,0,1,0,0,1,1,1,0,0
A1WL6K3EUA2WOX,ENGLISH,72,male,control,control_when,32986,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,0,1,1,1,0,0
A1WL6K3EUA2WOX,ENGLISH,72,male,test,test_coffee,6180,1,1,1,0,Cafe A.,Cafe E.,Cafes D and E.,mo-h,mo-l,ms-l,0,1,1,0,1,0,1,0,1,1,0,1,0,0
A1WL6K3EUA2WOX,ENGLISH,72,male,control,control_how,5060,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,1,1,0,1,0,0
A1WL6K3EUA2WOX,ENGLISH,72,male,test,test_dentist,7998,1,1,1,0,Dentist A.,"Dentists A, B, C, D and E.",Dentists A and B.,mo-h,exh,ms-h,1,1,0,1,0,0,1,1,1,0,1,0,0,0
A1WL6K3EUA2WOX,ENGLISH,72,male,control,control_what,5336,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,1,1,0,1,0,0,0
A1WL6K3EUA2WOX,ENGLISH,72,male,exit_quest,NA,49188,SHE SAYS GO FOR THE TOWN,NO,NICE TASK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2APHZ2KOI1MPI,English,51,male,consent,NA,41911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2APHZ2KOI1MPI,English,51,male,train,train_m,38289,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2APHZ2KOI1MPI,English,51,male,train,train_f,28666,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A2APHZ2KOI1MPI,English,51,male,test,test_yarn,45014,1,1,0,0,Stalls D and E.,Stall F.,Stalls A and B.,ms-l,fa,ms-h,0,0,0,1,1,0,1,0,0,0,0,1,0,0
A2APHZ2KOI1MPI,English,51,male,test,test_shoes,6157,1,1,0,0,Stores A and B.,Stores D and E.,Store A.,ms-h,ms-l,mo-h,0,1,0,1,1,0,1,0,0,0,1,1,0,0
A2APHZ2KOI1MPI,English,51,male,control,control_when,22222,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,1,0,0,0,1,1,0,0
A2APHZ2KOI1MPI,English,51,male,test,test_dentist,9090,1,1,0,0,Dentists D and E.,Dentist E.,Dentists A and B.,ms-l,mo-l,ms-h,0,0,1,1,1,0,1,0,0,1,0,1,0,0
A2APHZ2KOI1MPI,English,51,male,test,test_hair,5078,0,1,1,0,Stylist A.,Stylists D and E.,Stylist E.,mo-h,ms-l,mo-l,0,1,1,0,1,0,1,0,0,1,0,1,0,0
A2APHZ2KOI1MPI,English,51,male,control,control_what,4777,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,0,1,0,1,0,0
A2APHZ2KOI1MPI,English,51,male,test,test_coffee,9766,1,1,0,0,Cafe E.,Cafe F.,Cafe A.,mo-l,fa,mo-h,0,1,1,0,0,0,1,0,0,1,0,0,0,0
A2APHZ2KOI1MPI,English,51,male,control,control_how,5645,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,0,1,0,0,0,0
A2APHZ2KOI1MPI,English,51,male,test,test_books,4521,0,1,1,0,Bookstore A.,Bookstores D and E.,Bookstore E.,mo-h,ms-l,mo-l,0,1,1,0,1,0,1,0,0,1,0,1,0,0
A2APHZ2KOI1MPI,English,51,male,control,control_why,4498,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,0,1,0,1,0,0
A2APHZ2KOI1MPI,English,51,male,exit_quest,NA,58911,she is also go for that place so ask that,no difficult,good,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1C7XI68SED8JE,english,35,female,consent,NA,29931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1C7XI68SED8JE,english,35,female,train,train_f,39429,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1C7XI68SED8JE,english,35,female,train,train_m,39903,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A1C7XI68SED8JE,english,35,female,test,test_shoes,38899,1,1,1,0,"Stores A, B, C, D and E.",Stores A and B.,Store E.,exh,ms-h,mo-l,1,0,1,1,0,0,1,1,0,1,1,0,0,0
A1C7XI68SED8JE,english,35,female,test,test_coffee,21350,1,1,1,0,Cafe E.,"Cafes A, B, C, D and E.",Cafe A.,mo-l,exh,mo-h,1,1,1,0,0,0,1,1,1,1,0,0,0,0
A1C7XI68SED8JE,english,35,female,control,control_what,19325,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,1,1,0,0,0,0
A1C7XI68SED8JE,english,35,female,test,test_books,20586,1,1,1,0,Bookstores A and B.,"Bookstores A, B, C, D and E.",Bookstores D and E.,ms-h,exh,ms-l,1,0,0,1,1,0,1,1,0,0,1,1,0,0
A1C7XI68SED8JE,english,35,female,test,test_hair,17740,1,1,1,0,Stylists D and E.,Stylists A and B.,"Stylists A, B, C, D and E.",ms-l,ms-h,exh,1,0,0,1,1,0,1,1,0,0,1,1,0,0
A1C7XI68SED8JE,english,35,female,control,control_why,33433,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,1,1,0,0,1,1,0,0
